,,,,,,
Benezet Nicolas,Mil. Off,Guingamp,"4,9",3,8,47 %
,,,,,,
Eysseric Valentin,Mil. Off,Nantes,"4,8",1,8,8 %
,,,,,,
Landre Loïck,Def. Cen.,Nîmes,"5,1",3,8,50 %
,,,,,,
Diomande Ismael,Mil. Def.,Caen,"4,9",0,8,37 %
,,,,,,
Moubandje François,Def. Lat.,Toulouse,"4,8",0,8,55 %
,,,,,,
Sarr Bouna,Mil. Off,Marseille,5,1,8,66 %
,,,,,,
Rabiot Adrien,Mil. Def.,Paris,"6,2",2,8,32 %
,,,,,,
Ndong Didier,Mil. Def.,Guingamp,"4,6",0,8,21 %
,,,,,,
Diony Lois,Attaquant,Saint-Étienne,"4,9",5,8,50 %
,,,,,,
Traoré Cheick,Def. Lat.,Guingamp,"4,5",0,8,42 %
,,,,,,
Guillaume Baptiste,Attaquant,Nîmes,"4,5",2,8,39 %
,,,,,,
Guirassy Serhou,Attaquant,Amiens,"5,2",3,8,34 %
,,,,,,
N'Doye Cheikh,Mil. Def.,Angers,"4,9",0,8,68 %
,,,,,,
Khaoui Saif-Eddine,Mil. Off,Caen,"4,6",3,8,45 %
,,,,,,
Paquiez Gaetan,Def. Lat.,Nîmes,"4,6",0,8,37 %
,,,,,,
Kamara Hassane,Mil. Def.,Reims,"5,1",0,8,24 %
,,,,,,
Suárez Mathías,Def. Lat.,Montpellier,"4,6",0,8,18 %
,,,,,,
Aholou Jean Eudes,Mil. Def.,Monaco,5,0,8,32 %
,,,,,,
Manu García,Mil. Off,Toulouse,"4,8",0,8,55 %
,,,,,,
Pellenard Théo,Def. Lat.,Angers,"4,6",0,8,16 %
,,,,,,
Zeneli Arbër,Attaquant,Reims,"4,8",3,8,21 %
,,,,,,
Henrichs Benjamin,Def. Lat.,Monaco,"4,7",1,8,55 %
,,,,,,
Oyongo Ambroise,Def. Lat.,Montpellier,"4,9",2,8,66 %
,,,,,,
Mendy Alexandre,Attaquant,Guingamp,"4,6",3,8,21 %
,,,,,,
Mbemba Nolan,Mil. Def.,Reims,"4,7",0,8,11 %
,,,,,,
Maja Josh,Attaquant,Bordeaux,"4,6",1,8,8 %
,,,,,,
Radonjic Nemanja,Mil. Off,Marseille,"4,2",0,8,18 %
,,,,,,
Coco Marcus,Mil. Off,Guingamp,"4,6",1,8,55 %
,,,,,,
Aguerd Nayef,Def. Cen.,Dijon,"4,7",3,8,32 %
,,,,,,
Mance Antonio,Attaquant,Nantes,"4,4",0,8,0 %
,,,,,,
Gelin Jeremy,Def. Cen.,Rennes,"4,8",0,8,32 %
,,,,,,
Jules Keita,Attaquant,Dijon,"4,4",2,8,5 %
,,,,,,
Del Castillo Romain,Mil. Off,Rennes,"4,8",0,8,39 %
,,,,,,
Tchokounte Malik,Attaquant,Caen,"4,4",0,8,42 %
,,,,,,
Luiz Araujo,Attaquant,Lille,"4,7",3,8,16 %
,,,,,,
Stavitski Timo,Attaquant,Caen,4,0,8,0 %
,,,,,,
Kalu Samuel,Attaquant,Bordeaux,"5,1",3,8,37 %
,,,,,,
Lienard Dimitri,Mil. Off,Strasbourg,"5,2",0,8,39 %
,,,,,,
Sylla Moussa,Attaquant,Monaco,"4,2",0,8,18 %
,,,,,,
Xeka,Mil. Def.,Lille,"5,2",2,8,68 %
,,,,,,
Diakite Bafode,Def. Cen.,Toulouse,"4,8",1,8,18 %
,,,,,,
Youssouf Zaydou,Mil. Off,Bordeaux,"4,5",0,8,18 %
,,,,,,
Kaba Sory,Attaquant,Dijon,"4,2",0,8,5 %
,,,,,,
Ghezali Lamine,Attaquant,Saint-Étienne,"4,5",1,8,0 %
,,,,,,
Zohi Kévin,Mil. Off,Strasbourg,"4,9",1,8,16 %
,,,,,,
Diaby Mohamed Lamine,Attaquant,Nice,"4,3",0,8,5 %
,,,,,,
Dagba Colin,Def. Lat.,Paris,"4,8",0,8,24 %
,,,,,,
Joseph Evens,Mil. Off,Caen,"4,5",0,8,5 %
,,,,,,
Baysse Paul,Def. Cen.,Caen,"4,8",0,7,53 %
,,,,,,
Morel Jérémy,Def. Lat.,Lyon,5,0,7,32 %
,,,,,,
Moulin Jessy,Gardien,Saint-Étienne,6,0,7,3 %
,,,,,,
Beauvue Claudio,Attaquant,Caen,"4,7",3,7,42 %
,,,,,,
Pied Jérémy,Def. Lat.,Lille,5,0,7,11 %
,,,,,,
Subotic Neven,Def. Cen.,Saint-Étienne,5,1,7,68 %
,,,,,,
Choupo-Moting Eric Maxim,Mil. Off,Paris,"4,7",3,7,21 %
,,,,,,
Bouka Moutou Arnold,Def. Lat.,Dijon,"4,7",0,7,0 %
,,,,,,
Bostock John,Mil. Def.,Toulouse,"4,7",0,7,26 %
,,,,,,
Jovetic Stevan,Attaquant,Monaco,"5,2",2,7,11 %
,,,,,,
Rodelin Ronny,Attaquant,Guingamp,"4,5",0,7,21 %
,,,,,,
Johansson Jakob,Mil. Def.,Rennes,"5,1",1,7,18 %
,,,,,,
Chadli Nacer,Mil. Off,Monaco,"4,6",0,7,24 %
,,,,,,
Fontaine Thomas,Def. Cen.,Reims,"5,1",0,7,11 %
,,,,,,
Krhin Rene,Mil. Def.,Nantes,"5,2",0,7,32 %
,,,,,,
Subasic Danijel,Gardien,Monaco,"5,4",0,7,37 %
,,,,,,
Cristian,Attaquant,Angers,"4,5",2,7,5 %
,,,,,,
Boucher Zacharie,Gardien,Angers,"5,5",0,7,5 %
,,,,,,
Alphonse Mickaël,Def. Lat.,Dijon,"4,5",1,7,16 %
,,,,,,
Abeid Mehdi,Mil. Def.,Dijon,"5,1",3,7,61 %
,,,,,,
Gabriel Silva,Def. Lat.,Saint-Étienne,"5,2",0,7,42 %
,,,,,,
Edgar Ié,Def. Cen.,Nantes,"4,8",0,7,26 %
,,,,,,
Sankoh Baissama,Mil. Def.,Caen,5,0,7,16 %
,,,,,,
Allain Bobby,Gardien,Dijon,"5,9",0,7,34 %
,,,,,,
Cornelius Andreas,Attaquant,Bordeaux,"4,8",3,7,16 %
,,,,,,
Cardinale Yoan,Gardien,Nice,"4,8",0,7,8 %
,,,,,,
Jean Corentin,Attaquant,Toulouse,"4,5",0,7,16 %
,,,,,,
Goicoechea Mauro,Gardien,Toulouse,"5,4",0,7,18 %
,,,,,,
Moreira Steven,Def. Lat.,Toulouse,"4,1",0,7,26 %
,,,,,,
Sheyi Ojo,Mil. Off,Reims,"4,8",0,7,8 %
,,,,,,
Nkoudou Georges-Kévin,Mil. Off,Monaco,"5,1",0,7,0 %
,,,,,,
Bammou Yacine,Attaquant,Caen,"4,9",2,7,24 %
,,,,,,
Kamara Bingourou,Gardien,Strasbourg,0,0,7,0 %
,,,,,,
Junior Sambia,Mil. Def.,Montpellier,"4,9",0,7,18 %
,,,,,,
Miguel Florian,Def. Lat.,Nîmes,"4,8",0,7,32 %
,,,,,,
Pape Cheikh,Mil. Def.,Lyon,"4,7",0,7,13 %
,,,,,,
Boscagli Olivier,Def. Lat.,Nice,5,0,7,26 %
,,,,,,
Jordan Siebatcheu,Attaquant,Rennes,"4,9",3,7,18 %
,,,,,,
Benrahou Yassin,Mil. Off,Bordeaux,"4,6",0,7,3 %
,,,,,,
Ghoddos Saman,Attaquant,Amiens,5,4,7,53 %
,,,,,,
Ristic Mihailo,Def. Lat.,Montpellier,"4,9",1,7,8 %
,,,,,,
Maolida Myziane,Attaquant,Nice,"4,6",0,7,26 %
,,,,,,
N'Soki Stanley,Mil. Def.,Paris,5,0,7,21 %
,,,,,,
Bertaud Dimitry,Gardien,Montpellier,6,0,7,3 %
,,,,,,
Doumbia Souleyman,Def. Lat.,Rennes,"4,8",0,7,18 %
,,,,,,
Nkunku Christopher,Mil. Off,Paris,"5,5",3,7,34 %
,,,,,,
Ndom Aly,Mil. Def.,Caen,"4,7",0,7,11 %
,,,,,,
Tchouameni Aurelien,Mil. Def.,Bordeaux,5,0,7,21 %
,,,,,,
Lefort Jordan,Def. Lat.,Amiens,"4,9",0,7,55 %
,,,,,,
Lea Siliki James,Mil. Def.,Rennes,5,0,7,37 %
,,,,,,
Dabila Kouadio,Def. Cen.,Lille,"5,2",0,7,21 %
,,,,,,
Nyamsi Gerzino,Def. Cen.,Rennes,"4,3",0,7,16 %
,,,,,,
Adli Yacine,Mil. Off,Bordeaux,"4,6",0,7,5 %
,,,,,,
Diop Sofiane,Mil. Off,Monaco,"4,4",0,7,24 %
,,,,,,
Sylvestre Eddy,Mil. Off,Nice,"4,6",0,7,8 %
,,,,,,
Raggi Andrea,Def. Cen.,Monaco,"4,8",0,6,16 %
,,,,,,
Rami Adil,Def. Cen.,Marseille,5,1,6,42 %
,,,,,,
Tabanou Franck,Def. Lat.,Guingamp,"4,8",0,6,5 %
,,,,,,
Gorgelin Mathieu,Gardien,Lyon,"5,8",0,6,11 %
,,,,,,
Johnsson Karl-Johan,Gardien,Guingamp,5,0,6,45 %
,,,,,,
Johan Larsson,Def. Lat.,Guingamp,4,0,6,3 %
,,,,,,
Diallo Abdoulaye,Gardien,Rennes,"5,8",0,6,16 %
,,,,,,
Djilobodji Papy,Def. Cen.,Guingamp,"3,9",0,6,5 %
,,,,,,
Ikoko Jordan,Def. Lat.,Guingamp,"4,3",0,6,50 %
,,,,,,
Manzala Harrison,Attaquant,Angers,"4,5",0,6,0 %
,,,,,,
Lucas Evangelista,Mil. Off,Nantes,"4,8",1,6,24 %
,,,,,,
Depres Clement,Attaquant,Nîmes,"4,9",4,6,11 %
,,,,,,
N'Doram Kevin,Def. Cen.,Monaco,"4,5",0,6,5 %
,,,,,,
Kanga Wilfried,Attaquant,Angers,"4,6",2,6,11 %
,,,,,,
Rosier Valentin,Def. Lat.,Dijon,"4,6",0,6,42 %
,,,,,,
Cozza Nicolas,Def. Lat.,Montpellier,"4,7",0,6,29 %
,,,,,,
Sissoko Sambou,Mil. Def.,Reims,0,0,6,0 %
,,,,,,
Reinildo,Def. Lat.,Lille,"4,7",0,6,3 %
,,,,,,
Coulibaly Senou,Def. Cen.,Dijon,"4,9",1,6,16 %
,,,,,,
Monnet-Paquet Kévin,Attaquant,Saint-Étienne,"4,7",1,5,42 %
,,,,,,
Rolando,Def. Cen.,Marseille,5,0,5,24 %
,,,,,,
Genevois Romain,Def. Cen.,Caen,"4,6",0,5,13 %
,,,,,,
Andreu Yoann,Def. Lat.,Angers,"4,5",0,5,0 %
,,,,,,
Zelazny Erwin,Gardien,Caen,0,0,5,0 %
,,,,,,
Lewczuk Igor,Def. Cen.,Bordeaux,"4,7",0,5,8 %
,,,,,,
Saadi Idriss,Attaquant,Strasbourg,4,0,5,0 %
,,,,,,
Grimm Jeremy,Mil. Def.,Strasbourg,"4,7",0,5,5 %
,,,,,,
Valette Baptiste,Gardien,Nîmes,0,0,5,0 %
,,,,,,
Mbengue Adama,Def. Lat.,Caen,"4,9",0,5,21 %
,,,,,,
Píriz Facundo,Mil. Def.,Montpellier,"4,9",0,5,0 %
,,,,,,
Zungu Bongani,Mil. Off,Amiens,"4,9",0,5,8 %
,,,,,,
Moreto Cassamã,Mil. Def.,Reims,"4,5",0,5,3 %
,,,,,,
Prior Jerome,Gardien,Bordeaux,0,0,5,0 %
,,,,,,
Coly Racine,Def. Lat.,Nice,"4,6",0,5,16 %
,,,,,,
Pellegri Pietro,Attaquant,Monaco,5,1,5,0 %
,,,,,,
Pierre Gabriel Ronael,Def. Lat.,Monaco,"5,4",0,5,11 %
,,,,,,
Elhadji Djibril Diaw,Def. Cen.,Angers,5,0,5,0 %
,,,,,,
El Hajjam Oualid,Def. Lat.,Amiens,"4,3",0,5,16 %
,,,,,,
Serrano Julien,Def. Lat.,Monaco,5,0,5,3 %
,,,,,,
Konan Ghislain,Def. Lat.,Reims,"5,2",0,5,53 %
,,,,,,
Massengo Han-Noah,Mil. Def.,Monaco,5,0,5,0 %
,,,,,,
Ait Nouri Rayan,Def. Lat.,Angers,"4,3",0,5,0 %
,,,,,,
Kacaniklic Alexander,Mil. Off,Nantes,0,0,4,0 %
,,,,,,
Harek Fethi,Def. Cen.,Nîmes,"4,8",0,4,5 %
,,,,,,
Abdennour Aymen,Def. Cen.,Marseille,0,0,4,0 %
,,,,,,
Le Bihan Mickael,Attaquant,Nice,"4,5",1,4,5 %
,,,,,,
Bahlouli Fares,Mil. Off,Lille,0,0,4,0 %
,,,,,,
Kayembe Joris,Mil. Off,Nantes,0,0,4,0 %
,,,,,,
Cornette Quentin,Attaquant,Amiens,"4,3",0,4,8 %
,,,,,,
Cisse Ibrahim,Def. Cen.,Angers,0,0,4,0 %
,,,,,,
Pelican Maxime,Attaquant,Nice,4,0,4,3 %
,,,,,,
Fofana Guessouma,Mil. Def.,Guingamp,"4,4",0,4,16 %
,,,,,,
Dolly Keagan,Mil. Off,Montpellier,"4,2",0,4,5 %
,,,,,,
Kolo Muani Randal,Mil. Off,Nantes,"4,3",0,4,3 %
,,,,,,
Pintor Lenny,Attaquant,Lyon,"4,5",0,4,0 %
,,,,,,
Lauriente Armand,Attaquant,Rennes,"4,5",0,4,0 %
,,,,,,
Loiodice Enzo,Mil. Def.,Dijon,"4,9",0,4,26 %
,,,,,,
Koita Djegui,Def. Cen.,Guingamp,"5,3",0,4,3 %
,,,,,,
Segarel Stanley,Attaquant,Amiens,"4,3",0,4,0 %
,,,,,,
Kawashima Eiji,Gardien,Strasbourg,6,0,3,3 %
,,,,,,
Carrasso Johann,Gardien,Reims,0,0,3,0 %
,,,,,,
Yanga-Mbiwa Mapou,Def. Cen.,Lyon,0,0,3,0 %
,,,,,,
Dreyer Matthieu,Gardien,Amiens,0,0,3,0 %
,,,,,,
Hubocan Tomas,Def. Cen.,Marseille,"5,3",0,3,0 %
,,,,,,
Valdivia Pierrick,Mil. Def.,Nîmes,5,0,3,0 %
,,,,,,
Vlachodimos Panagiotis,Mil. Off,Nîmes,0,0,3,0 %
,,,,,,
Puyo Loïc,Mil. Off,Angers,0,0,3,0 %
,,,,,,
Reulet Paul,Gardien,Caen,0,0,3,0 %
,,,,,,
Ndour Abdallah,Def. Lat.,Strasbourg,"4,9",0,3,11 %
,,,,,,
Cissokho Till,Def. Cen.,Bordeaux,"4,5",0,3,3 %
,,,,,,
Disasi Axel,Def. Cen.,Reims,5,0,3,3 %
,,,,,,
Guitane Rafik,Mil. Off,Rennes,0,0,3,0 %
,,,,,,
Koffi Kouakou,Gardien,Lille,0,0,3,0 %
,,,,,,
Dabo Abdoulaye,Mil. Off,Nantes,4,0,3,5 %
,,,,,,
Gboho Yann,Mil. Off,Rennes,0,0,3,0 %
,,,,,,
Zemzemi Moataz,Mil. Off,Strasbourg,"4,8",0,3,0 %
,,,,,,
Rocha Santos Kenny,Mil. Off,Saint-Étienne,5,0,3,0 %
,,,,,,
Panos Mickael,Def. Lat.,Saint-Étienne,5,0,3,0 %
,,,,,,
Faivre Romain,Mil. Off,Monaco,"3,5",0,3,3 %
,,,,,,
Zekaj Arton,Mil. Def.,Lille,5,0,3,0 %
,,,,,,
Gueye Makhtar,Attaquant,Saint-Étienne,"5,2",1,3,0 %
,,,,,,
Pinson Virgile,Attaquant,Reims,"4,5",0,3,0 %
,,,,,,
Boey Sacha,Def. Lat.,Rennes,5,0,3,0 %
,,,,,,
Baal Ludovic,Def. Lat.,Rennes,"4,5",0,2,3 %
,,,,,,
Danzé Romain,Def. Lat.,Rennes,0,0,2,0 %
,,,,,,
Hassen Mouez,Gardien,Nice,0,0,2,0 %
,,,,,,
Mandrea Anthony,Gardien,Angers,0,0,2,0 %
,,,,,,
Mahou Hicham,Mil. Off,Nice,0,0,2,0 %
,,,,,,
Jakubech Adam,Gardien,Lille,0,0,2,0 %
,,,,,,
Badiashile Loic,Gardien,Rennes,0,0,2,0 %
,,,,,,
Repas Jan,Mil. Off,Caen,0,0,2,0 %
,,,,,,
Mboula Jordi,Attaquant,Monaco,"4,4",0,2,8 %
,,,,,,
Geubbels Willem,Attaquant,Monaco,"4,5",0,2,0 %
,,,,,,
Gouiri Amine,Attaquant,Lyon,0,0,2,0 %
,,,,,,
Cibois Sebastien,Gardien,Paris,0,0,2,0 %
,,,,,,
Carrique Thomas,Def. Lat.,Bordeaux,0,0,2,0 %
,,,,,,
Bilingi Yohan,Def. Lat.,Guingamp,0,0,2,0 %
,,,,,,
Abi Charles Nathan,Attaquant,Saint-Étienne,"4,7",0,2,0 %
,,,,,,
Dabo Mouhamadou,Def. Lat.,Caen,0,0,1,0 %
,,,,,,
Petric Denis,Gardien,Guingamp,0,0,1,0 %
,,,,,,
Vidal Marc,Gardien,Toulouse,0,0,1,0 %
,,,,,,
Ligali Jonathan,Gardien,Montpellier,0,0,1,0 %
,,,,,,
Hsissane Abdelmalik,Mil. Def.,Nîmes,0,0,1,0 %
,,,,,,
Rimane Kevin,Def. Cen.,Paris,5,0,1,0 %
,,,,,,
Sourzac Martin,Gardien,Nîmes,0,0,1,0 %
,,,,,,
Cakin Hendrick,Def. Lat.,Reims,0,0,1,0 %
,,,,,,
Lloris Gautier,Def. Cen.,Nice,0,0,1,0 %
,,,,,,
Gertmonas Edvinas,Gardien,Rennes,0,0,1,0 %
,,,,,,
Trichard Driss,Mil. Off,Bordeaux,5,0,1,3 %
,,,,,,
Porsan-Clemente Jérémie,Attaquant,Montpellier,0,0,1,0 %
,,,,,,
Georgen Alec,Def. Lat.,Paris,0,0,1,0 %
,,,,,,
Boutobba Bilal,Mil. Off,Montpellier,"4,8",0,1,0 %
,,,,,,
Walongwa Anthony,Def. Cen.,Nantes,"5,5",0,1,3 %
,,,,,,
Poussin Gaetan,Gardien,Bordeaux,6,0,1,3 %
,,,,,,
El Mokkedem Hakim,Attaquant,Toulouse,"4,5",0,1,0 %
,,,,,,
Lemaitre Nicolas,Gardien,Reims,0,0,1,0 %
,,,,,,
Escales Florian,Gardien,Marseille,0,0,1,0 %
,,,,,,
Bessile Loic,Def. Cen.,Toulouse,0,0,1,0 %
,,,,,,
Mouaddib Jad,Mil. Def.,Caen,0,0,1,0 %
,,,,,,
Panzo Jonathan,Def. Cen.,Monaco,0,0,1,0 %
,,,,,,
Olliero Alexandre,Gardien,Nantes,5,0,1,3 %
,,,,,,
Janvier Nicolas,Mil. Off,Rennes,5,0,1,0 %
,,,,,,
Sanson Killian,Mil. Def.,Montpellier,0,0,1,0 %
,,,,,,
Caqueret Maxence,Mil. Def.,Lyon,0,0,1,0 %
,,,,,,
Braat Quentin,Gardien,Nantes,0,0,1,0 %
,,,,,,
Banaziak Gauthier,Gardien,Amiens,0,0,1,0 %
,,,,,,
Bajic Stefan,Gardien,Saint-Étienne,0,0,1,0 %
,,,,,,
Kephren Thuram,Mil. Def.,Monaco,0,0,1,0 %
,,,,,,
Taoui Adil,Attaquant,Toulouse,0,0,1,0 %
,,,,,,
Henin Yanis,Gardien,Monaco,0,0,1,0 %
,,,,,,
Lionel Dias Lucas,Gardien,Nîmes,0,0,1,0 %
,,,,,,
Diallo Namakoro,Def. Lat.,Rennes,0,0,1,0 %
,,,,,,
Ouro-Sama Hakim,Def. Cen.,Lille,0,0,1,0 %
,,,,,,
Passi Bryan,Def. Cen.,Montpellier,0,0,1,0 %
,,,,,,
Racioppi Anthony,Gardien,Lyon,0,0,1,0 %
,,,,,,
Cagnon Romain,Gardien,Marseille,0,0,1,0 %
,,,,,,
Bangou Duplexe Tchamba,Def. Cen.,Strasbourg,0,0,1,0 %
,,,,,,
Ben Amar Sami,Attaquant,Nîmes,0,0,1,0 %
,,,,,,
Okou Teddy,Attaquant,Lille,0,0,1,0 %
,,,,,,
Soula Mazire,Attaquant,Angers,0,0,1,0 %
,,,,,,
Piechocki Virgile,Mil. Off,Reims,0,0,1,0 %
,,,,,,
Solet Oumar,Def. Cen.,Lyon,"4,5",0,1,3 %
,,,,,,
Buades Lucas,Mil. Off,Nîmes,0,0,1,0 %
,,,,,,
Mandanda Over,Gardien,Bordeaux,0,0,1,0 %
,,,,,,
Sari Yusuf,Attaquant,Marseille,0,0,1,0 %
,,,,,,
Sainte Luce Theo,Mil. Def.,Nîmes,5,0,1,0 %
,,,,,,
Foster Lyle,Attaquant,Monaco,0,0,1,0 %
,,,,,,
Aaneba Ismael,Def. Cen.,Strasbourg,"4,3",0,1,8 %
,,,,,,
Verite Benjamin,Mil. Def.,Lille,0,0,1,0 %
,,,,,,
Pelmard Andy,Def. Cen.,Nice,"4,4",0,1,11 %
,,,,,,
Isidor Wilson,Attaquant,Monaco,5,0,1,0 %
,,,,,,
Biancone Giulian,Def. Lat.,Monaco,4,0,1,3 %
,,,,,,
Gouano Gobe,Attaquant,Monaco,0,0,1,0 %
,,,,,,
Khalid Driss,Attaquant,Toulouse,0,0,1,0 %
,,,,,,
Mathurin Sakho,Def. Cen.,Amiens,0,0,1,0 %
,,,,,,
Guessoum Kelyan,Mil. Def.,Nîmes,0,0,1,0 %
,,,,,,
Toufiqui Azzeddine,Mil. Def.,Paris,0,0,1,0 %
,,,,,,
Clementia Yannis,Gardien,Nice,0,0,1,0 %
,,,,,,
Bamba Kader,Mil. Off,Nantes,0,0,1,0 %
,,,,,,
Chambost Dylan,Mil. Off,Saint-Étienne,0,0,1,0 %
,,,,,,
Ammour Yannis,Mil. Off,Montpellier,5,0,1,0 %
,,,,,,
Barbet Theo,Def. Cen.,Dijon,0,0,1,0 %
,,,,,,
Vidal Clement,Def. Cen.,Montpellier,0,0,1,0 %
,,,,,,
Kaiboue Kylian,Mil. Def.,Montpellier,0,0,1,0 %
,,,,,,
Adouyev Amir,Mil. Off,Montpellier,0,0,1,0 %
,,,,,,
Perrin Lucas,Def. Cen.,Marseille,0,0,1,0 %
,,,,,,
Ntumba Levi,Gardien,Dijon,0,0,1,0 %
,,,,,,
Matondo Isaac,Attaquant,Rennes,0,0,1,0 %
,,,,,,
Callens Thomas,Gardien,Caen,0,0,1,0 %
,,,,,,
Diarra Ibrahim,Attaquant,Bordeaux,0,0,1,0 %
,,,,,,
Nilor Michael,Attaquant,Bordeaux,0,0,1,0 %
,,,,,,
Fekir Yassin,Attaquant,Lyon,"4,5",0,1,0 %
,,,,,,
Robert Navarro,Mil. Off,Monaco,0,0,1,0 %
,,,,,,
Goncalves Mathieu,Def. Lat.,Toulouse,0,0,1,0 %
,,,,,,
Chabrolle Florian,Attaquant,Marseille,0,0,1,0 %
,,,,,,
Gendrey Valentin,Def. Lat.,Amiens,0,0,1,0 %
,,,,,,
Ngando Jean-Claude,Mil. Off,Amiens,0,0,1,0 %
,,,,,,
Traore Gaoussou,Mil. Off,Amiens,"5,2",0,1,3 %
,,,,,,
Gneba Martin,Attaquant,Amiens,0,0,1,0 %
,,,,,,
Gauducheau Antonin,Gardien,Amiens,0,0,1,0 %
,,,,,,
Bahanack Patrick,Def. Cen.,Reims,0,0,1,0 %
,,,,,,
Pelletier Louis,Gardien,Strasbourg,0,0,1,0 %
,,,,,,
Rutter Georginio,Mil. Off,Rennes,0,0,1,0 %
,,,,,,
Vermot Théo,Gardien,Saint-Étienne,0,0,1,0 %
,,,,,,
Benkhedim Bilal,Mil. Off,Saint-Étienne,0,0,1,0 %
,,,,,,
Mancini Anthony,Mil. Off,Angers,0,0,1,0 %
,,,,,,
Ali Mohamed Abdallah,Def. Lat.,Marseille,0,0,1,0 %
,,,,,,
Jaziri Assil,Mil. Def.,Nice,"4,8",0,1,0 %
,,,,,,
Ndiaye Ousseynou,Mil. Off,Lyon,0,0,1,0 %
,,,,,,
Phaeton Matthias,Mil. Off,Guingamp,"4,9",0,1,0 %
,,,,,,
Boudjemaa Mehdi,Mil. Def.,Guingamp,0,0,1,0 %
,,,,,,
Youan Thody Elie,Attaquant,Nantes,"4,5",0,1,0 %
,,,,,,
Hamache Yanis,Def. Cen.,Nice,0,0,1,0 %
,,,,,,
Mouanga Kevin,Def. Cen.,Angers,0,0,1,0 %
,,,,,,
Ako Steven,Def. Lat.,Guingamp,0,0,1,0 %
,,,,,,
N'Goumou Minpol Nathan,Mil. Off,Toulouse,4,0,1,3 %
,,,,,,
Doumbouya Sory,Attaquant,Dijon,0,0,1,0 %
,,,,,,
Philiponeau Alexandre,Mil. Def.,Marseille,0,0,1,0 %
,,,,,,
Louza Imran,Mil. Off,Nantes,"4,5",0,1,3 %
,,,,,,
Carvalho Matis,Gardien,Toulouse,0,0,1,0 %
,,,,,,
Tshibuabua Marvin,Def. Cen.,Saint-Étienne,0,0,1,0 %
,,,,,,
Godard Theo,Attaquant,Dijon,0,0,1,0 %
,,,,,,
Drame Jawad,Mil. Def.,Nice,0,0,1,0 %
,,,,,,
Niasse Cheikh,Mil. Def.,Lille,0,0,1,0 %
,,,,,,
Karamoko Mamoudoou,Attaquant,Strasbourg,0,0,1,0 %
,,,,,,
Valentin Leon,Def. Cen.,Strasbourg,0,0,1,0 %
,,,,,,
Kone Kouadio,Mil. Def.,Toulouse,"3,5",0,1,3 %
,,,,,,
Tutu Brice,Attaquant,Caen,0,0,1,0 %
,,,,,,
Kyeremeh Godson,Mil. Def.,Caen,0,0,1,0 %
,,,,,,
Wade Paul,Mil. Def.,Nice,"4,5",0,1,0 %
,,,,,,
Homawoo Josué,Def. Cen.,Nantes,0,0,1,0 %
,,,,,,
Tégar Alexandre,Def. Cen.,Dijon,0,0,1,0 %
,,,,,,
Gomis Iron,Mil. Def.,Amiens,0,0,1,0 %
,,,,,,
Moussaki Herman,Attaquant,Caen,"4,5",0,1,5 %
,,,,,,
Lottin Albert-Nicolas,Mil. Def.,Bordeaux,"4,8",0,1,0 %
,,,,,,
Nkada Timothee,Attaquant,Rennes,0,0,1,0 %
